A	Coef	t	p.value	p.value.adj	F	F.p.value	group2 - group1
7.64	-0.399	-1.12	0.33106	1	1.25	0.33106	0
8.59	0.751	0.39	0.71978	1	0.15	0.71978	0
8.91	-0.163	-0.39	0.71997	1	0.15	0.71997	0
11.05	0.217	1.41	0.23734	1	1.99	0.23734	0
12.41	-0.202	-0.86	0.44285	1	0.74	0.44285	0
7.59	0.741	1.94	0.13082	1	3.75	0.13082	0
3.04	-0.185	-1.13	0.32682	1	1.28	0.32682	0
9.38	-0.069	-0.21	0.84499	1	0.04	0.84499	0
3.64	-0.254	-1.55	0.20118	1	2.41	0.20118	0
9.14	-1.486	-6.45	0.00391	1	41.66	0.00391	0
8.51	-0.585	-2.2	0.09889	1	4.82	0.09889	0
12.11	-0.515	-1.95	0.12942	1	3.79	0.12942	0
9.25	-0.186	-0.31	0.77092	1	0.1	0.77092	0
7.6	-0.375	-0.8	0.47398	1	0.63	0.47398	0
12.33	0.453	1.92	0.13374	1	3.67	0.13374	0
11.43	0.204	0.72	0.51654	1	0.51	0.51654	0
3.55	-0.061	-0.36	0.73979	1	0.13	0.73979	0
3.93	0.059	0.37	0.73149	1	0.14	0.73149	0
7.84	-0.75	-1.67	0.17701	1	2.78	0.17701	0
8.09	-0.178	-0.29	0.78593	1	0.09	0.78593	0
8.9	0.524	0.86	0.44203	1	0.74	0.44203	0
10.38	0.454	1.4	0.23903	1	1.97	0.23903	0
10.42	0.284	1.19	0.30479	1	1.42	0.30479	0
8.68	-0.196	-0.68	0.53577	1	0.46	0.53577	0
6.28	-1.467	-1.43	0.23072	1	2.06	0.23072	0
6.74	-1.423	-1.99	0.12411	1	3.94	0.12411	0
9.43	0.616	3.79	0.02232	1	14.38	0.02232	0
11.81	0.112	0.34	0.75486	1	0.11	0.75486	0
9.37	0.706	1.55	0.20295	1	2.39	0.20295	0
4.7	0.05	0.23	0.83181	1	0.05	0.83181	0
4.49	-0.265	-1.63	0.18509	1	2.65	0.18509	0
3.72	-0.076	-0.48	0.65716	1	0.23	0.65716	0
8.4	-0.104	-0.25	0.81498	1	0.06	0.81498	0
8.42	0.166	1.06	0.35469	1	1.12	0.35469	0
8.37	0.681	1.49	0.21562	1	2.23	0.21562	0
8.65	-0.128	-0.49	0.6511	1	0.24	0.6511	0
8.45	-0.038	-0.06	0.9536	1	0	0.9536	0
8.83	-0.089	-0.37	0.73439	1	0.13	0.73439	0
10.32	0.023	0.1	0.9282	1	0.01	0.9282	0
8.4	0.395	1.04	0.36089	1	1.09	0.36089	0
5.88	0.035	0.16	0.88077	1	0.03	0.88077	0
12.34	0.404	1.32	0.263	1	1.74	0.263	0
9.8	-0.417	-2.46	0.07534	1	6.03	0.07534	0
7.5	0.725	0.51	0.63702	1	0.26	0.63702	0
12.26	-0.372	-1.31	0.26669	1	1.71	0.26669	0
9.83	-0.386	-0.63	0.5637	1	0.4	0.5637	0
10.26	-0.565	-0.8	0.47407	1	0.63	0.47407	0
7.48	-0.313	-0.36	0.73607	1	0.13	0.73607	0
8.05	0.539	0.76	0.49343	1	0.58	0.49343	0
9.95	0.151	0.35	0.74762	1	0.12	0.74762	0
8.72	0.166	0.58	0.59541	1	0.34	0.59541	0
7.7	0.71	3.26	0.03491	1	10.65	0.03491	0
7.23	0.216	0.15	0.89105	1	0.02	0.89105	0
9.65	-0.831	-1.57	0.19748	1	2.46	0.19748	0
9.21	-0.399	-0.48	0.65963	1	0.23	0.65963	0
8.42	0.009	0.02	0.98739	1	0	0.98739	0
10.21	0.372	2.42	0.07812	1	5.86	0.07812	0
6.48	-0.282	-1.01	0.37399	1	1.02	0.37399	0
9.33	-0.283	-0.97	0.39171	1	0.94	0.39171	0
12.17	0.302	1.53	0.20561	1	2.35	0.20561	0
8.43	-1.381	-2.51	0.07106	1	6.32	0.07106	0
9.21	0.956	2.12	0.10733	1	4.49	0.10733	0
8.67	0.564	1.56	0.19898	1	2.44	0.19898	0
8.67	0.545	1.21	0.29777	1	1.47	0.29777	0
4.18	0.244	1.28	0.2752	1	1.64	0.2752	0
7.65	0.593	1.89	0.1374	1	3.58	0.1374	0
6.25	0.26	1.34	0.25695	1	1.79	0.25695	0
8.54	-1.229	-2.39	0.08074	1	5.71	0.08074	0
9.71	-0.177	-0.3	0.78191	1	0.09	0.78191	0
8.67	0.589	1.41	0.23727	1	1.99	0.23727	0
8.02	-1.079	-2.59	0.06574	1	6.71	0.06574	0
7.33	-1.434	-3.25	0.03536	1	10.55	0.03536	0
7.24	-1.625	-3.5	0.02841	1	12.25	0.02841	0
6.01	-1.645	-3.68	0.02449	1	13.52	0.02449	0
9	0.281	1.82	0.14899	1	3.31	0.14899	0
8.8	0.273	1.56	0.19862	1	2.45	0.19862	0
7.26	-0.464	-1.58	0.19432	1	2.51	0.19432	0
8.07	-0.246	-0.47	0.66496	1	0.22	0.66496	0
9.07	0.198	0.25	0.81913	1	0.06	0.81913	0
8.24	0.711	1.8	0.15245	1	3.24	0.15245	0
9.38	0.648	1.3	0.26937	1	1.69	0.26937	0
9.06	-0.276	-0.63	0.56764	1	0.39	0.56764	0
9.84	-0.313	-0.8	0.47271	1	0.64	0.47271	0
9.12	2.489	1.66	0.1789	1	2.75	0.1789	0
5.54	0.055	0.35	0.74442	1	0.12	0.74442	0
8.81	0.301	1.29	0.27133	1	1.67	0.27133	0
6.5	0.869	3.19	0.03717	1	10.19	0.03717	0
7.89	0.343	1.08	0.34759	1	1.16	0.34759	0
8.47	-0.072	-0.22	0.83578	1	0.05	0.83578	0
8.98	-0.181	-0.51	0.63866	1	0.26	0.63866	0
9.06	3.648	1.94	0.12995	1	3.78	0.12995	0
9.35	-0.102	-0.28	0.7969	1	0.08	0.7969	0
8.69	0.64	3.34	0.03261	1	11.16	0.03261	0
8.38	0.899	0.46	0.66992	1	0.21	0.66992	0
7.84	-0.065	-0.29	0.79077	1	0.08	0.79077	0
6.76	-0.476	-1.27	0.27946	1	1.6	0.27946	0
7.29	-0.578	-2.01	0.12061	1	4.04	0.12061	0
8.4	-0.348	-0.89	0.42811	1	0.79	0.42811	0
7.54	0.968	1.99	0.12373	1	3.95	0.12373	0
10.69	0.581	1.56	0.20071	1	2.42	0.20071	0
11.46	0.093	0.27	0.8007	1	0.07	0.8007	0
7.42	-0.792	-0.73	0.50672	1	0.54	0.50672	0
8.75	0.103	0.25	0.81476	1	0.06	0.81476	0
6.33	0.065	0.15	0.88723	1	0.02	0.88723	0
4.59	0.013	0.02	0.9814	1	0	0.9814	0
7.13	-0.054	-0.23	0.83143	1	0.05	0.83143	0
7.73	-0.101	-0.14	0.89585	1	0.02	0.89585	0
8.98	-0.456	-0.79	0.47589	1	0.63	0.47589	0
10.77	1.082	1.56	0.19899	1	2.44	0.19899	0
9.1	0.18	0.69	0.5323	1	0.47	0.5323	0
8.62	0.488	0.94	0.40649	1	0.88	0.40649	0
12.41	-0.12	-0.66	0.54963	1	0.43	0.54963	0
6.16	1.282	1.35	0.25324	1	1.83	0.25324	0
8.37	0.782	4.58	0.0123	1	20.99	0.0123	0
7.14	0.154	0.42	0.69473	1	0.18	0.69473	0
8.67	-1.278	-2.21	0.0971	1	4.9	0.0971	0
6.19	-0.501	-1.83	0.14776	1	3.34	0.14776	0
8.01	1.35	2.36	0.08323	1	5.57	0.08323	0
7.59	-0.215	-0.62	0.57032	1	0.39	0.57032	0
7.16	-0.062	-0.07	0.95073	1	0	0.95073	0
4.84	-0.051	-0.31	0.77345	1	0.1	0.77345	0
7.01	-0.194	-0.4	0.71375	1	0.16	0.71375	0
5.08	0.065	0.4	0.71099	1	0.16	0.71099	0
5.18	0.215	1.38	0.24421	1	1.92	0.24421	0
8.81	0.611	1.39	0.24253	1	1.93	0.24253	0
8.4	0.073	0.43	0.68813	1	0.19	0.68813	0
4.07	0.752	3.8	0.02211	1	14.47	0.02211	0
12.88	-0.078	-0.33	0.75781	1	0.11	0.75781	0
7.2	-0.383	-0.72	0.51243	1	0.52	0.51243	0
8.33	0.295	0.81	0.46713	1	0.66	0.46713	0
8.35	0.384	1.36	0.25149	1	1.85	0.25149	0
6.68	0.247	0.89	0.42639	1	0.8	0.42639	0
7.63	-0.149	-0.24	0.82235	1	0.06	0.82235	0
7.35	-0.04	-0.15	0.88805	1	0.02	0.88805	0
6.2	-0.291	-1.2	0.30097	1	1.44	0.30097	0
7.38	-0.036	-0.09	0.93575	1	0.01	0.93575	0
7.23	0.121	0.05	0.96458	1	0	0.96458	0
8.8	0.176	0.51	0.63766	1	0.26	0.63766	0
6.95	1.191	1.19	0.30467	1	1.42	0.30467	0
7.55	1.224	0.7	0.52331	1	0.5	0.52331	0
3.49	0.059	0.23	0.82913	1	0.05	0.82913	0
7.11	1.414	0.74	0.5018	1	0.55	0.5018	0
8.83	0.285	1.09	0.34062	1	1.19	0.34062	0
8.88	0.905	2.2	0.09878	1	4.82	0.09878	0
10.75	0.372	1.83	0.14695	1	3.36	0.14695	0
7.46	-0.209	-1.25	0.28512	1	1.56	0.28512	0
9.7	0.023	0.09	0.93208	1	0.01	0.93208	0
5.8	0.188	0.71	0.52149	1	0.5	0.52149	0
7.71	0.688	1.75	0.16124	1	3.06	0.16124	0
9.5	0.578	1	0.37994	1	0.99	0.37994	0
6.16	0.325	2.02	0.11913	1	4.09	0.11913	0
6.42	0.477	1.32	0.2625	1	1.75	0.2625	0
7.57	-0.689	-1.76	0.15888	1	3.11	0.15888	0
6.72	0.167	0.31	0.77125	1	0.1	0.77125	0
8.18	-0.06	-0.17	0.87407	1	0.03	0.87407	0
9.63	0.124	0.41	0.70723	1	0.16	0.70723	0
9.39	-0.248	-0.3	0.78253	1	0.09	0.78253	0
8.9	-0.346	-0.36	0.73947	1	0.13	0.73947	0
7.06	0.033	0.12	0.90891	1	0.01	0.90891	0
6.7	0.35	2.04	0.11672	1	4.17	0.11672	0
6.84	-0.336	-1.69	0.17275	1	2.85	0.17275	0
3.1	-0.138	-0.76	0.49074	1	0.58	0.49074	0
8.5	-0.271	-0.88	0.43113	1	0.78	0.43113	0
5.83	0.011	0.04	0.97261	1	0	0.97261	0
8.62	-0.223	-0.84	0.45353	1	0.7	0.45353	0
7.1	-0.001	0	0.99806	1	0	0.99806	0
9.19	-0.182	-0.48	0.65769	1	0.23	0.65769	0
7.79	-0.415	-1.57	0.19675	1	2.47	0.19675	0
12.73	-0.239	-0.77	0.48836	1	0.59	0.48836	0
8.3	0.224	0.81	0.46937	1	0.65	0.46937	0
9.59	0.344	0.73	0.50856	1	0.53	0.50856	0
9.34	-0.335	-0.84	0.45307	1	0.7	0.45307	0
11.78	-0.34	-1.57	0.19714	1	2.47	0.19714	0
8.92	0.361	0.5	0.64761	1	0.25	0.64761	0
8.96	0.215	0.87	0.43828	1	0.75	0.43828	0
9.94	-0.294	-0.91	0.41842	1	0.83	0.41842	0
8.63	-0.459	-1.74	0.16209	1	3.04	0.16209	0
7.02	-0.949	-1.95	0.12929	1	3.79	0.12929	0
8.97	-0.864	-3.66	0.02476	1	13.43	0.02476	0
6.61	0.683	2.48	0.07365	1	6.14	0.07365	0
7.7	-0.644	-1.91	0.13547	1	3.63	0.13547	0
9.17	-1.006	-3.45	0.02961	1	11.91	0.02961	0
8.33	-0.122	-0.71	0.52179	1	0.5	0.52179	0
10.45	0.834	0.5	0.64276	1	0.25	0.64276	0
10.29	0.52	0.89	0.42749	1	0.79	0.42749	0
5.15	-0.349	-0.91	0.42063	1	0.82	0.42063	0
6.54	-1.324	-1.74	0.16217	1	3.04	0.16217	0
5.4	-1.902	-1.38	0.24635	1	1.89	0.24635	0
4.99	-3.093	-2.22	0.09628	1	4.93	0.09628	0
8.75	-0.754	-1.88	0.13951	1	3.53	0.13951	0
10.16	0.138	0.48	0.65654	1	0.23	0.65654	0
10.2	-0.769	-4.42	0.01384	1	19.51	0.01384	0
10.68	-0.123	-0.54	0.62248	1	0.29	0.62248	0
8.46	-0.898	-2.02	0.11893	1	4.1	0.11893	0
6.46	0.211	0.15	0.88717	1	0.02	0.88717	0
4.92	-0.474	-0.24	0.82315	1	0.06	0.82315	0
8	-0.478	-1.04	0.36264	1	1.08	0.36264	0
11.02	0.042	0.21	0.84358	1	0.04	0.84358	0
8.57	0.938	4.47	0.01334	1	19.96	0.01334	0
9.34	0.16	0.59	0.58948	1	0.35	0.58948	0
8.98	-0.393	-0.55	0.61652	1	0.3	0.61652	0
9.78	-1.015	-0.76	0.49543	1	0.57	0.49543	0
5.42	-0.374	-1.47	0.22105	1	2.16	0.22105	0
8.47	-0.046	-0.08	0.93882	1	0.01	0.93882	0
8.1	-0.113	-0.6	0.58547	1	0.36	0.58547	0
7.93	-0.325	-0.67	0.54484	1	0.44	0.54484	0
9.65	-0.976	-1.72	0.16729	1	2.95	0.16729	0
6.96	-0.518	-2.3	0.08876	1	5.28	0.08876	0
4.99	2.237	2.68	0.06046	1	7.16	0.06046	0
6.08	5.721	7.02	0.00292	1	49.32	0.00292	0
6.98	-0.315	-0.68	0.53687	1	0.46	0.53687	0
5.55	-1.064	-2.79	0.05395	1	7.8	0.05395	0
10.96	-0.186	-1.04	0.36042	1	1.09	0.36042	0
9.63	0.095	0.21	0.8419	1	0.05	0.8419	0
9.12	-0.084	-0.11	0.91947	1	0.01	0.91947	0
5.55	0.081	0.41	0.70395	1	0.17	0.70395	0
7.12	0.364	1.47	0.22071	1	2.17	0.22071	0
7.65	0.232	0.48	0.65744	1	0.23	0.65744	0
7.64	-1.206	-1.33	0.26067	1	1.76	0.26067	0
6.53	1.509	0.98	0.38574	1	0.97	0.38574	0
7.69	-0.959	-1.66	0.17739	1	2.77	0.17739	0
6.49	-0.896	-1.9	0.13669	1	3.6	0.13669	0
9.32	-0.225	-0.99	0.38147	1	0.99	0.38147	0
9.49	-0.392	-1.13	0.32484	1	1.29	0.32484	0
7.89	0.664	3.07	0.04139	1	9.45	0.04139	0
6.1	4.228	6.24	0.00438	1	38.99	0.00438	0
6.66	1.92	5.49	0.00678	1	30.13	0.00678	0
6.7	2.594	4.63	0.01188	1	21.45	0.01188	0
6.02	3.534	5.68	0.00606	1	32.21	0.00606	0
4.13	1.062	2.03	0.11791	1	4.13	0.11791	0
8.28	0.419	1.04	0.36104	1	1.08	0.36104	0
7.89	0.215	0.58	0.59578	1	0.34	0.59578	0
11.54	-0.604	-2.67	0.06082	1	7.13	0.06082	0
8.15	-0.092	-0.41	0.70567	1	0.17	0.70567	0
7.93	-0.674	-0.96	0.39593	1	0.92	0.39593	0
7.57	0.087	0.3	0.78182	1	0.09	0.78182	0
5.86	-0.252	-0.54	0.62138	1	0.29	0.62138	0
5.62	0.034	0.21	0.84222	1	0.05	0.84222	0
9.28	0.839	1.54	0.2048	1	2.37	0.2048	0
8.92	1.505	3.5	0.02834	1	12.27	0.02834	0
7.6	3.293	2.67	0.06107	1	7.11	0.06107	0
5.25	3.981	2.78	0.05479	1	7.71	0.05479	0
8.13	0.06	0.36	0.74069	1	0.13	0.74069	0
7.49	0.249	1.5	0.21322	1	2.26	0.21322	0
8.81	0.032	0.19	0.85833	1	0.04	0.85833	0
6.24	-0.4	-2.06	0.1145	1	4.24	0.1145	0
8.06	-0.621	-4.02	0.01865	1	16.15	0.01865	0
5.77	0.898	2.06	0.11391	1	4.26	0.11391	0
8.39	0.017	0.03	0.97597	1	0	0.97597	0
3.39	-0.136	-0.73	0.51175	1	0.53	0.51175	0
9.95	0.216	1.36	0.2519	1	1.84	0.2519	0
8.91	-0.574	-1.63	0.18446	1	2.66	0.18446	0
7.38	0.348	0.7	0.52689	1	0.49	0.52689	0
9.17	-0.114	-0.34	0.75315	1	0.11	0.75315	0
8.81	0.164	0.57	0.60005	1	0.33	0.60005	0
7.8	-0.374	-0.44	0.6853	1	0.19	0.6853	0
8.63	0.321	1.88	0.13941	1	3.53	0.13941	0
7.25	0.492	0.88	0.43345	1	0.77	0.43345	0
9.25	-0.268	-0.56	0.60675	1	0.32	0.60675	0
4.59	-0.334	-1.21	0.29652	1	1.48	0.29652	0
6.64	0.159	0.81	0.46716	1	0.66	0.46716	0
7.56	-0.099	-0.35	0.74637	1	0.12	0.74637	0
8.74	-0.37	-1.28	0.27548	1	1.64	0.27548	0
6.86	1.076	1.82	0.14975	1	3.29	0.14975	0
7.93	-0.588	-2.71	0.05835	1	7.35	0.05835	0
4.96	0.117	0.54	0.61779	1	0.3	0.61779	0
7.09	0.628	0.81	0.46734	1	0.65	0.46734	0
7.64	0.872	0.62	0.57181	1	0.38	0.57181	0
8.19	-0.598	-2.32	0.08681	1	5.38	0.08681	0
7.13	-0.151	-0.54	0.62225	1	0.29	0.62225	0
7.37	-0.15	-0.51	0.63713	1	0.26	0.63713	0
9.18	0.42	2.05	0.11539	1	4.21	0.11539	0
8.66	-0.138	-0.5	0.6432	1	0.25	0.6432	0
9.66	0.565	0.93	0.40725	1	0.87	0.40725	0
7.21	0.595	3.12	0.03958	1	9.76	0.03958	0
7.37	0.074	0.33	0.75955	1	0.11	0.75955	0
8.27	-0.253	-0.82	0.46265	1	0.67	0.46265	0
8.99	-0.259	-0.81	0.46619	1	0.66	0.46619	0
8.37	1.392	1.36	0.25164	1	1.84	0.25164	0
10.57	0.773	2.84	0.05132	1	8.09	0.05132	0
10.24	0.638	1.35	0.25284	1	1.83	0.25284	0
6.47	0.587	0.92	0.41406	1	0.85	0.41406	0
8.87	-1.05	-1.41	0.2378	1	1.98	0.2378	0
5.41	-0.037	-0.18	0.86535	1	0.03	0.86535	0
8.28	-0.292	-0.5	0.64708	1	0.25	0.64708	0
7.48	-0.315	-0.91	0.41813	1	0.83	0.41813	0
6.4	0.397	1.73	0.1648	1	2.99	0.1648	0
8.72	0.677	1.72	0.16695	1	2.95	0.16695	0
9.3	-0.095	-0.36	0.73786	1	0.13	0.73786	0
6.78	1.596	4.95	0.00958	1	24.47	0.00958	0
6.91	-0.329	-1.19	0.30557	1	1.41	0.30557	0
5.37	-0.187	-1.02	0.37192	1	1.03	0.37192	0
6.46	-0.944	-5.18	0.00822	1	26.85	0.00822	0
9.35	0.12	0.13	0.90034	1	0.02	0.90034	0
9.21	-0.011	-0.05	0.96042	1	0	0.96042	0
12.15	-0.17	-0.59	0.58684	1	0.35	0.58684	0
7.97	0.688	1.36	0.25087	1	1.85	0.25087	0
6.22	0.137	0.25	0.81855	1	0.06	0.81855	0
9.01	0.275	1.04	0.36303	1	1.07	0.36303	0
8.82	-0.446	-1.36	0.25129	1	1.85	0.25129	0
9	0.146	0.29	0.78508	1	0.09	0.78508	0
8.25	-0.19	-0.47	0.66727	1	0.22	0.66727	0
7.02	-0.185	-1.18	0.30765	1	1.4	0.30765	0
8.28	-0.291	-1.14	0.32383	1	1.29	0.32383	0
9.33	-0.37	-1.1	0.33755	1	1.21	0.33755	0
9.07	-0.508	-1.66	0.17858	1	2.75	0.17858	0
5.14	-0.329	-1.21	0.29783	1	1.47	0.29783	0
6.03	-0.887	-1.9	0.13639	1	3.61	0.13639	0
7.11	-0.779	-2.4	0.07956	1	5.78	0.07956	0
11.4	-0.808	-2.28	0.09029	1	5.21	0.09029	0
7.73	-0.887	-3.31	0.03348	1	10.96	0.03348	0
6.57	-0.024	-0.14	0.89404	1	0.02	0.89404	0
8.73	-0.987	-5.78	0.0057	1	33.4	0.0057	0
5.67	0.369	1.86	0.14308	1	3.44	0.14308	0
5.85	0.742	4.72	0.01117	1	22.28	0.01117	0
7.07	-1.043	-3.47	0.02912	1	12.05	0.02912	0
8.02	-0.185	-0.29	0.78831	1	0.08	0.78831	0
8.97	0.115	0.49	0.65285	1	0.24	0.65285	0
9.53	-0.153	-0.82	0.4637	1	0.67	0.4637	0
8.75	-0.198	-1.09	0.34259	1	1.18	0.34259	0
8.97	-0.848	-0.58	0.59854	1	0.33	0.59854	0
8.75	-0.199	-0.18	0.8679	1	0.03	0.8679	0
8.07	0.256	0.96	0.39752	1	0.91	0.39752	0
7.89	-0.341	-1.03	0.3644	1	1.07	0.3644	0
7.16	0.053	0.24	0.82347	1	0.06	0.82347	0
7.01	0.087	0.31	0.77445	1	0.1	0.77445	0
7.35	0.113	0.38	0.7233	1	0.15	0.7233	0
4.26	0.003	0.01	0.99093	1	0	0.99093	0
7.85	-0.721	-1.18	0.3094	1	1.39	0.3094	0
11.23	0.198	0.61	0.57739	1	0.37	0.57739	0
8.05	-0.305	-0.91	0.41681	1	0.83	0.41681	0
9	-0.191	-0.45	0.68086	1	0.2	0.68086	0
12.08	-0.07	-0.39	0.72044	1	0.15	0.72044	0
8.58	-0.392	-1.61	0.1887	1	2.59	0.1887	0
8.69	-0.265	-1.34	0.25681	1	1.8	0.25681	0
12.65	0.459	2.93	0.04741	1	8.57	0.04741	0
11.62	-0.091	-0.28	0.79552	1	0.08	0.79552	0
8.16	0.655	1	0.37861	1	1	0.37861	0
7.9	0.239	0.57	0.60063	1	0.33	0.60063	0
6.21	0.904	1.45	0.22601	1	2.11	0.22601	0
4.77	0.231	1.05	0.35658	1	1.11	0.35658	0
9.17	-0.11	-0.28	0.79703	1	0.08	0.79703	0
9.02	-0.509	-1.46	0.2227	1	2.15	0.2227	0
4.6	0.106	0.59	0.58784	1	0.35	0.58784	0
8.88	-0.864	-1.49	0.2173	1	2.21	0.2173	0
8.88	-0.122	-0.32	0.76384	1	0.1	0.76384	0
11	-0.153	-0.79	0.47529	1	0.63	0.47529	0
5.2	-0.118	-0.59	0.59221	1	0.34	0.59221	0
7.79	-0.576	-3.49	0.02859	1	12.2	0.02859	0
7.92	0.113	0.7	0.52615	1	0.49	0.52615	0
8.87	0.7	0.9	0.42527	1	0.8	0.42527	0
10.05	0.579	2.1	0.11011	1	4.39	0.11011	0
9.6	0.315	0.78	0.48063	1	0.61	0.48063	0
9.51	-0.136	-0.21	0.84431	1	0.04	0.84431	0
6.67	-0.216	-0.64	0.55861	1	0.41	0.55861	0
10.56	0.046	0.17	0.87272	1	0.03	0.87272	0
5.67	-1.332	-1.74	0.16284	1	3.03	0.16284	0
5.77	-1.409	-2.17	0.1013	1	4.72	0.1013	0
5.01	-2.167	-4.39	0.01415	1	19.23	0.01415	0
8.86	-0.016	-0.07	0.94802	1	0	0.94802	0
7	-0.4	-1.22	0.29559	1	1.48	0.29559	0
4.13	-0.135	-0.82	0.46029	1	0.68	0.46029	0
8.11	-1.236	-3.45	0.02963	1	11.91	0.02963	0
7.95	0.122	0.17	0.87102	1	0.03	0.87102	0
7.81	-0.009	-0.01	0.99351	1	0	0.99351	0
8.98	0.131	0.14	0.89757	1	0.02	0.89757	0
6.7	0.817	0.41	0.70694	1	0.17	0.70694	0
8.47	-0.652	-0.95	0.40208	1	0.89	0.40208	0
9.25	-1.349	-1.81	0.1512	1	3.26	0.1512	0
7.39	-0.317	-0.87	0.43575	1	0.76	0.43575	0
9.16	-0.114	-0.28	0.79771	1	0.08	0.79771	0
12.81	-0.32	-1.55	0.20144	1	2.41	0.20144	0
4.85	-0.736	-1.24	0.28774	1	1.54	0.28774	0
3.09	0.187	1.16	0.31491	1	1.35	0.31491	0
6.95	-1.571	-2.82	0.05275	1	7.93	0.05275	0
4.79	0.802	2.65	0.06189	1	7.03	0.06189	0
8.1	1.297	3.94	0.01979	1	15.55	0.01979	0
4.72	0.573	1.56	0.20002	1	2.43	0.20002	0
8.91	0.989	3.29	0.03402	1	10.84	0.03402	0
7.89	0.151	0.68	0.53947	1	0.46	0.53947	0
7.44	0.211	0.61	0.57637	1	0.37	0.57637	0
9.5	0.012	0.03	0.98059	1	0	0.98059	0
6.15	0.135	0.18	0.86585	1	0.03	0.86585	0
9.32	-0.059	-0.12	0.91	1	0.01	0.91	0
11	-0.277	-0.53	0.62875	1	0.28	0.62875	0
7.59	0.154	0.41	0.70489	1	0.17	0.70489	0
3.66	0.702	2.38	0.08115	1	5.68	0.08115	0
6.22	-0.583	-0.71	0.52016	1	0.5	0.52016	0
6.7	-1.796	-0.77	0.48885	1	0.59	0.48885	0
6.41	0.67	1.14	0.32344	1	1.3	0.32344	0
6.91	1.149	0.85	0.44597	1	0.73	0.44597	0
5.32	-0.447	-0.43	0.68798	1	0.19	0.68798	0
6.5	-0.303	-0.39	0.72019	1	0.15	0.72019	0
9.8	0.598	3.49	0.02863	1	12.19	0.02863	0
6.19	-0.754	-2.51	0.07115	1	6.31	0.07115	0
10.16	0.002	0.01	0.99353	1	0	0.99353	0
10.03	0.396	1.08	0.34742	1	1.16	0.34742	0
8	0.326	0.83	0.45639	1	0.69	0.45639	0
6.83	-0.125	-0.61	0.57609	1	0.37	0.57609	0
6.54	-0.704	-1.79	0.15454	1	3.19	0.15454	0
10.82	-0.419	-1.44	0.23004	1	2.06	0.23004	0
7.9	-0.375	-0.78	0.48176	1	0.61	0.48176	0
6.79	-0.374	-0.17	0.87193	1	0.03	0.87193	0
6.4	0.354	0.21	0.84749	1	0.04	0.84749	0
8.59	-0.479	-2.15	0.10387	1	4.62	0.10387	0
9.29	-0.105	-0.4	0.70826	1	0.16	0.70826	0
5.89	-0.11	-0.31	0.77633	1	0.09	0.77633	0
5.73	0.038	0.09	0.93106	1	0.01	0.93106	0
8.44	0.084	0.22	0.83665	1	0.05	0.83665	0
7.86	-0.231	-0.6	0.58238	1	0.36	0.58238	0
5.65	0.106	0.52	0.63098	1	0.27	0.63098	0
6.67	-0.009	-0.05	0.96504	1	0	0.96504	0
8.24	-0.01	-0.03	0.97953	1	0	0.97953	0
3.75	0.105	0.49	0.6493	1	0.24	0.6493	0
9.07	-0.555	-1.2	0.30261	1	1.43	0.30261	0
6.59	0.798	0.84	0.45146	1	0.71	0.45146	0
9.82	-0.269	-0.64	0.56011	1	0.41	0.56011	0
7.74	0.76	3.21	0.03661	1	10.3	0.03661	0
4.98	-0.575	-2.07	0.11371	1	4.27	0.11371	0
7.57	0.074	0.49	0.65457	1	0.24	0.65457	0
8.36	0.046	0.19	0.86174	1	0.03	0.86174	0
8.13	-0.124	-0.2	0.85132	1	0.04	0.85132	0
4.74	-0.178	-0.88	0.4305	1	0.78	0.4305	0
8.61	-0.261	-0.58	0.59737	1	0.33	0.59737	0
8.8	-0.079	-0.25	0.8141	1	0.06	0.8141	0
8.87	-0.189	-0.66	0.54793	1	0.44	0.54793	0
7.48	0.336	0.14	0.89238	1	0.02	0.89238	0
8.73	0.232	0.26	0.80598	1	0.07	0.80598	0
8.43	0.023	0.15	0.89011	1	0.02	0.89011	0
8.37	0.064	0.14	0.89269	1	0.02	0.89269	0
8.83	0.164	0.49	0.65322	1	0.24	0.65322	0
6.28	-0.185	-0.35	0.74661	1	0.12	0.74661	0
6.25	-0.015	-0.09	0.93361	1	0.01	0.93361	0
6.71	0.056	0.35	0.74561	1	0.12	0.74561	0
8.32	0.1	0.39	0.7166	1	0.15	0.7166	0
6.45	0.138	0.7	0.52533	1	0.49	0.52533	0
9.26	-0.588	-1.6	0.18992	1	2.57	0.18992	0
8.72	-0.271	-1.06	0.35222	1	1.13	0.35222	0
7.2	-0.431	-0.23	0.82845	1	0.05	0.82845	0
8.73	-0.337	-1.71	0.16771	1	2.94	0.16771	0
5.85	-1.675	-3.01	0.04386	1	9.07	0.04386	0
6.21	-0.734	-1.58	0.19557	1	2.49	0.19557	0
8.16	0.072	0.16	0.87781	1	0.03	0.87781	0
7.54	-0.048	-0.12	0.90771	1	0.02	0.90771	0
8.38	-1.448	-2.97	0.04548	1	8.84	0.04548	0
4.57	0.86	1.63	0.18365	1	2.67	0.18365	0
8.11	0.603	1.08	0.34412	1	1.18	0.34412	0
5.63	0.537	0.8	0.47062	1	0.64	0.47062	0
3.71	-0.319	-2.03	0.11789	1	4.13	0.11789	0
8.18	-0.287	-1.18	0.30696	1	1.4	0.30696	0
3.29	-0.088	-0.52	0.62967	1	0.28	0.62967	0
